year,week,week_start,metric,vax,number
2021,32,2021-08-08,Cases,Not fully vaccinated,4897
2021,32,2021-08-08,Deaths,Fully vaccinated,22
2021,32,2021-08-08,Deaths,Not fully vaccinated,33
2021,32,2021-08-08,Hospitalizations,Fully vaccinated,117
2021,32,2021-08-08,Hospitalizations,Not fully vaccinated,343
2021,33,2021-08-15,Cases,Fully vaccinated,3216
2021,33,2021-08-15,Cases,Not fully vaccinated,5920
2021,33,2021-08-15,Deaths,Fully vaccinated,26
2021,33,2021-08-15,Deaths,Not fully vaccinated,45
2021,33,2021-08-15,Hospitalizations,Fully vaccinated,142
2021,33,2021-08-15,Hospitalizations,Not fully vaccinated,401
2021,34,2021-08-22,Cases,Fully vaccinated,3348
2021,34,2021-08-22,Cases,Not fully vaccinated,6046
2021,34,2021-08-22,Deaths,Fully vaccinated,38
2021,34,2021-08-22,Deaths,Not fully vaccinated,41
2021,34,2021-08-22,Hospitalizations,Fully vaccinated,158
2021,34,2021-08-22,Hospitalizations,Not fully vaccinated,378
2021,35,2021-08-29,Cases,Fully vaccinated,3934
2021,35,2021-08-29,Cases,Not fully vaccinated,6918
2021,35,2021-08-29,Deaths,Fully vaccinated,29
2021,35,2021-08-29,Deaths,Not fully vaccinated,60
2021,35,2021-08-29,Hospitalizations,Fully vaccinated,161
2021,35,2021-08-29,Hospitalizations,Not fully vaccinated,416
2021,36,2021-09-05,Cases,Fully vaccinated,3914
2021,36,2021-09-05,Cases,Not fully vaccinated,7106
2021,36,2021-09-05,Deaths,Fully vaccinated,34
2021,36,2021-09-05,Deaths,Not fully vaccinated,66
2021,36,2021-09-05,Hospitalizations,Fully vaccinated,163
2021,36,2021-09-05,Hospitalizations,Not fully vaccinated,443
2021,37,2021-09-12,Cases,Fully vaccinated,4711
2021,37,2021-09-12,Cases,Not fully vaccinated,8213
2021,37,2021-09-12,Deaths,Fully vaccinated,50
2021,37,2021-09-12,Deaths,Not fully vaccinated,76
2021,37,2021-09-12,Hospitalizations,Fully vaccinated,217
2021,37,2021-09-12,Hospitalizations,Not fully vaccinated,489
2021,38,2021-09-19,Cases,Fully vaccinated,5018
2021,38,2021-09-19,Cases,Not fully vaccinated,8939
2021,38,2021-09-19,Deaths,Fully vaccinated,50
2021,38,2021-09-19,Deaths,Not fully vaccinated,74
2021,38,2021-09-19,Hospitalizations,Fully vaccinated,213
2021,38,2021-09-19,Hospitalizations,Not fully vaccinated,468
2021,39,2021-09-26,Cases,Fully vaccinated,6519
2021,39,2021-09-26,Cases,Not fully vaccinated,10402
2021,39,2021-09-26,Deaths,Fully vaccinated,60
2021,39,2021-09-26,Deaths,Not fully vaccinated,82
2021,39,2021-09-26,Hospitalizations,Fully vaccinated,262
2021,39,2021-09-26,Hospitalizations,Not fully vaccinated,514
2021,40,2021-10-03,Cases,Fully vaccinated,6748
2021,40,2021-10-03,Cases,Not fully vaccinated,10335
2021,40,2021-10-03,Deaths,Fully vaccinated,60
2021,40,2021-10-03,Deaths,Not fully vaccinated,99
2021,40,2021-10-03,Hospitalizations,Fully vaccinated,255
2021,40,2021-10-03,Hospitalizations,Not fully vaccinated,540
2021,41,2021-10-10,Cases,Fully vaccinated,5694
2021,41,2021-10-10,Cases,Not fully vaccinated,8522
2021,41,2021-10-10,Deaths,Fully vaccinated,65
2021,41,2021-10-10,Deaths,Not fully vaccinated,84
2021,41,2021-10-10,Hospitalizations,Fully vaccinated,222
2021,41,2021-10-10,Hospitalizations,Not fully vaccinated,497
2021,42,2021-10-17,Cases,Fully vaccinated,5315
2021,42,2021-10-17,Cases,Not fully vaccinated,7528
2021,42,2021-10-17,Deaths,Fully vaccinated,72
2021,42,2021-10-17,Deaths,Not fully vaccinated,88
2021,42,2021-10-17,Hospitalizations,Fully vaccinated,219
2021,42,2021-10-17,Hospitalizations,Not fully vaccinated,439
2021,43,2021-10-24,Cases,Fully vaccinated,6783
2021,43,2021-10-24,Cases,Not fully vaccinated,8853
2021,43,2021-10-24,Deaths,Fully vaccinated,84
2021,43,2021-10-24,Deaths,Not fully vaccinated,83
2021,43,2021-10-24,Hospitalizations,Fully vaccinated,281
2021,43,2021-10-24,Hospitalizations,Not fully vaccinated,511
2021,44,2021-10-31,Cases,Fully vaccinated,8937
2021,44,2021-10-31,Cases,Not fully vaccinated,11164
2021,44,2021-10-31,Deaths,Fully vaccinated,88
2021,44,2021-10-31,Deaths,Not fully vaccinated,121
2021,44,2021-10-31,Hospitalizations,Fully vaccinated,332
2021,44,2021-10-31,Hospitalizations,Not fully vaccinated,644
2021,45,2021-11-07,Cases,Fully vaccinated,10508
2021,45,2021-11-07,Cases,Not fully vaccinated,13130
2021,45,2021-11-07,Deaths,Fully vaccinated,105
2021,45,2021-11-07,Deaths,Not fully vaccinated,149
2021,45,2021-11-07,Hospitalizations,Fully vaccinated,405
2021,45,2021-11-07,Hospitalizations,Not fully vaccinated,780
2021,46,2021-11-14,Cases,Fully vaccinated,10884
2021,46,2021-11-14,Cases,Not fully vaccinated,13316
2021,46,2021-11-14,Deaths,Fully vaccinated,82
2021,46,2021-11-14,Deaths,Not fully vaccinated,162
2021,46,2021-11-14,Hospitalizations,Fully vaccinated,347
2021,46,2021-11-14,Hospitalizations,Not fully vaccinated,801
2021,47,2021-11-21,Cases,Fully vaccinated,9350
2021,47,2021-11-21,Cases,Not fully vaccinated,11434
2021,47,2021-11-21,Deaths,Fully vaccinated,110
2021,47,2021-11-21,Deaths,Not fully vaccinated,162
2021,47,2021-11-21,Hospitalizations,Fully vaccinated,405
2021,47,2021-11-21,Hospitalizations,Not fully vaccinated,817
2021,48,2021-11-28,Cases,Fully vaccinated,12717
2021,48,2021-11-28,Cases,Not fully vaccinated,15597
2021,48,2021-11-28,Deaths,Fully vaccinated,88
2021,48,2021-11-28,Deaths,Not fully vaccinated,171
2021,48,2021-11-28,Hospitalizations,Fully vaccinated,400
2021,48,2021-11-28,Hospitalizations,Not fully vaccinated,965
2021,49,2021-12-05,Cases,Fully vaccinated,8428
2021,49,2021-12-05,Cases,Not fully vaccinated,11151
2021,49,2021-12-05,Deaths,Fully vaccinated,67
2021,49,2021-12-05,Deaths,Not fully vaccinated,158
2021,49,2021-12-05,Hospitalizations,Fully vaccinated,286
2021,49,2021-12-05,Hospitalizations,Not fully vaccinated,850
2021,50,2021-12-12,Cases,Fully vaccinated,8250
2021,50,2021-12-12,Cases,Not fully vaccinated,9843
2021,50,2021-12-12,Deaths,Fully vaccinated,49
2021,50,2021-12-12,Deaths,Not fully vaccinated,139
2021,50,2021-12-12,Hospitalizations,Fully vaccinated,245
2021,50,2021-12-12,Hospitalizations,Not fully vaccinated,713
2021,51,2021-12-19,Cases,Fully vaccinated,11431
2021,51,2021-12-19,Cases,Not fully vaccinated,9180
2021,51,2021-12-19,Deaths,Fully vaccinated,35
2021,51,2021-12-19,Deaths,Not fully vaccinated,115
2021,51,2021-12-19,Hospitalizations,Fully vaccinated,223
2021,51,2021-12-19,Hospitalizations,Not fully vaccinated,601
2021,52,2021-12-26,Cases,Fully vaccinated,28627
2021,52,2021-12-26,Cases,Not fully vaccinated,16980
2021,52,2021-12-26,Deaths,Fully vaccinated,53
2021,52,2021-12-26,Deaths,Not fully vaccinated,102
2021,52,2021-12-26,Hospitalizations,Fully vaccinated,380
2021,52,2021-12-26,Hospitalizations,Not fully vaccinated,596
2022,01,2022-01-02,Cases,Fully vaccinated,50796
2022,01,2022-01-02,Cases,Not fully vaccinated,30091
2022,01,2022-01-02,Deaths,Fully vaccinated,98
2022,01,2022-01-02,Deaths,Not fully vaccinated,107
2022,01,2022-01-02,Hospitalizations,Fully vaccinated,689
2022,01,2022-01-02,Hospitalizations,Not fully vaccinated,822
2022,02,2022-01-09,Cases,Fully vaccinated,45498
2022,02,2022-01-09,Cases,Not fully vaccinated,33079
2022,02,2022-01-09,Deaths,Fully vaccinated,104
2022,02,2022-01-09,Deaths,Not fully vaccinated,100
2022,02,2022-01-09,Hospitalizations,Fully vaccinated,698
2022,02,2022-01-09,Hospitalizations,Not fully vaccinated,806
2022,03,2022-01-16,Cases,Fully vaccinated,38914
2022,03,2022-01-16,Cases,Not fully vaccinated,20664
2022,03,2022-01-16,Deaths,Fully vaccinated,92
2022,03,2022-01-16,Deaths,Not fully vaccinated,73
2022,03,2022-01-16,Hospitalizations,Fully vaccinated,761
2022,03,2022-01-16,Hospitalizations,Not fully vaccinated,721
2022,04,2022-01-23,Cases,Fully vaccinated,22984
2022,04,2022-01-23,Cases,Not fully vaccinated,12765
2022,04,2022-01-23,Deaths,Fully vaccinated,77
2022,04,2022-01-23,Deaths,Not fully vaccinated,68
2022,04,2022-01-23,Hospitalizations,Fully vaccinated,641
2022,04,2022-01-23,Hospitalizations,Not fully vaccinated,577
2022,05,2022-01-30,Cases,Fully vaccinated,13293
2022,05,2022-01-30,Cases,Not fully vaccinated,7406
2022,05,2022-01-30,Deaths,Fully vaccinated,43
2022,05,2022-01-30,Deaths,Not fully vaccinated,38
2022,05,2022-01-30,Hospitalizations,Fully vaccinated,422
2022,05,2022-01-30,Hospitalizations,Not fully vaccinated,396
