year,week,week_start,metric,vax,number
2022,03,2022-01-16,Hospitalizations,Not fully vaccinated,725
2022,04,2022-01-23,Cases,Fully vaccinated,23053
2022,04,2022-01-23,Cases,Not fully vaccinated,12743
2022,04,2022-01-23,Deaths,Fully vaccinated,98
2022,04,2022-01-23,Deaths,Not fully vaccinated,78
2022,04,2022-01-23,Hospitalizations,Fully vaccinated,655
2022,04,2022-01-23,Hospitalizations,Not fully vaccinated,581
2022,05,2022-01-30,Cases,Fully vaccinated,13392
2022,05,2022-01-30,Cases,Not fully vaccinated,7408
2022,05,2022-01-30,Deaths,Fully vaccinated,60
2022,05,2022-01-30,Deaths,Not fully vaccinated,49
2022,05,2022-01-30,Hospitalizations,Fully vaccinated,441
2022,05,2022-01-30,Hospitalizations,Not fully vaccinated,398
2022,06,2022-02-06,Cases,Fully vaccinated,8239
2022,06,2022-02-06,Cases,Not fully vaccinated,4464
2022,06,2022-02-06,Deaths,Fully vaccinated,41
2022,06,2022-02-06,Deaths,Not fully vaccinated,26
2022,06,2022-02-06,Hospitalizations,Fully vaccinated,365
2022,06,2022-02-06,Hospitalizations,Not fully vaccinated,268
2022,07,2022-02-13,Cases,Fully vaccinated,5089
2022,07,2022-02-13,Cases,Not fully vaccinated,2446
2022,07,2022-02-13,Deaths,Fully vaccinated,25
2022,07,2022-02-13,Deaths,Not fully vaccinated,15
2022,07,2022-02-13,Hospitalizations,Fully vaccinated,215
2022,07,2022-02-13,Hospitalizations,Not fully vaccinated,192
2022,08,2022-02-20,Cases,Fully vaccinated,3034
2022,08,2022-02-20,Cases,Not fully vaccinated,1403
2022,08,2022-02-20,Deaths,Fully vaccinated,20
2022,08,2022-02-20,Deaths,Not fully vaccinated,6
2022,08,2022-02-20,Hospitalizations,Fully vaccinated,178
2022,08,2022-02-20,Hospitalizations,Not fully vaccinated,131
2022,09,2022-02-27,Cases,Fully vaccinated,2272
2022,09,2022-02-27,Cases,Not fully vaccinated,1065
2022,09,2022-02-27,Deaths,Fully vaccinated,14
2022,09,2022-02-27,Deaths,Not fully vaccinated,8
2022,09,2022-02-27,Hospitalizations,Fully vaccinated,150
2022,09,2022-02-27,Hospitalizations,Not fully vaccinated,109
2022,10,2022-03-06,Cases,Fully vaccinated,1439
2022,10,2022-03-06,Cases,Not fully vaccinated,1005
2022,10,2022-03-06,Deaths,Fully vaccinated,7
2022,10,2022-03-06,Deaths,Not fully vaccinated,3
2022,10,2022-03-06,Hospitalizations,Fully vaccinated,112
2022,10,2022-03-06,Hospitalizations,Not fully vaccinated,86
2022,11,2022-03-13,Cases,Fully vaccinated,1622
2022,11,2022-03-13,Cases,Not fully vaccinated,637
2022,11,2022-03-13,Deaths,Fully vaccinated,3
2022,11,2022-03-13,Deaths,Not fully vaccinated,2
2022,11,2022-03-13,Hospitalizations,Fully vaccinated,106
2022,11,2022-03-13,Hospitalizations,Not fully vaccinated,60
