gender,people_complete,filed_date,report_date
Unknown/Missing,29222,2021-06-12,2021-06-14
Female,1468154,2021-06-11,2021-06-13
Male,1250934,2021-06-11,2021-06-13
Other,188,2021-06-11,2021-06-13
Unknown/Missing,29133,2021-06-11,2021-06-13
Female,1460383,2021-06-10,2021-06-12
Male,1242932,2021-06-10,2021-06-12
Other,187,2021-06-10,2021-06-12
Unknown/Missing,29084,2021-06-10,2021-06-12
Female,1452069,2021-06-09,2021-06-11
Male,1234337,2021-06-09,2021-06-11
Other,190,2021-06-09,2021-06-11
Unknown/Missing,29026,2021-06-09,2021-06-11
Female,1442468,2021-06-08,2021-06-10
Male,1224771,2021-06-08,2021-06-10
Other,194,2021-06-08,2021-06-10
Unknown/Missing,28947,2021-06-08,2021-06-10
Female,1434676,2021-06-07,2021-06-09
Male,1216887,2021-06-07,2021-06-09
Other,197,2021-06-07,2021-06-09
Unknown/Missing,28892,2021-06-07,2021-06-09
Female,1429096,2021-06-06,2021-06-08
Male,1211002,2021-06-06,2021-06-08
Other,201,2021-06-06,2021-06-08
Unknown/Missing,28762,2021-06-06,2021-06-08
Female,1426208,2021-06-05,2021-06-07
Male,1208012,2021-06-05,2021-06-07
Other,199,2021-06-05,2021-06-07
Unknown/Missing,28645,2021-06-05,2021-06-07
Female,1419937,2021-06-04,2021-06-06
Male,1201384,2021-06-04,2021-06-06
Other,192,2021-06-04,2021-06-06
Unknown/Missing,28548,2021-06-04,2021-06-06
Female,1412731,2021-06-03,2021-06-05
Male,1193933,2021-06-03,2021-06-05
Other,191,2021-06-03,2021-06-05
Unknown/Missing,28526,2021-06-03,2021-06-05
Female,1406614,2021-06-02,2021-06-04
Male,1187343,2021-06-02,2021-06-04
Other,196,2021-06-02,2021-06-04
Unknown/Missing,28437,2021-06-02,2021-06-04
Female,1401121,2021-06-01,2021-06-03
Male,1181262,2021-06-01,2021-06-03
Other,196,2021-06-01,2021-06-03
Unknown/Missing,28378,2021-06-01,2021-06-03
Female,1396945,2021-05-31,2021-06-02
Male,1176884,2021-05-31,2021-06-02
Other,196,2021-05-31,2021-06-02
Unknown/Missing,28301,2021-05-31,2021-06-02
Female,1394839,2021-05-29,2021-06-01
Male,1174128,2021-05-29,2021-06-01
Other,195,2021-05-29,2021-06-01
Unknown/Missing,28171,2021-05-29,2021-06-01
Female,1392347,2021-05-28,2021-05-30
Male,1171022,2021-05-28,2021-05-30
Other,194,2021-05-28,2021-05-30
Unknown/Missing,28136,2021-05-28,2021-05-30
Female,1386194,2021-05-27,2021-05-29
Male,1164254,2021-05-27,2021-05-29
Other,192,2021-05-27,2021-05-29
Unknown/Missing,27993,2021-05-27,2021-05-29
Female,1378797,2021-05-26,2021-05-28
Male,1155815,2021-05-26,2021-05-28
Other,188,2021-05-26,2021-05-28
Unknown/Missing,27890,2021-05-26,2021-05-28
Female,1369778,2021-05-25,2021-05-27
Male,1145638,2021-05-25,2021-05-27
Other,186,2021-05-25,2021-05-27
Unknown/Missing,27442,2021-05-25,2021-05-27
Female,1361010,2021-05-24,2021-05-26
Male,1135589,2021-05-24,2021-05-26
Other,186,2021-05-24,2021-05-26
Unknown/Missing,27328,2021-05-24,2021-05-26
Female,1355553,2021-05-23,2021-05-25
Male,1129574,2021-05-23,2021-05-25
Other,189,2021-05-23,2021-05-25
Unknown/Missing,27142,2021-05-23,2021-05-25
Female,1353175,2021-05-22,2021-05-24
Male,1126527,2021-05-22,2021-05-24
Other,176,2021-05-22,2021-05-24
Unknown/Missing,27005,2021-05-22,2021-05-24
Female,1346881,2021-05-21,2021-05-23
Male,1118470,2021-05-21,2021-05-23
Other,164,2021-05-21,2021-05-23
Unknown/Missing,26722,2021-05-21,2021-05-23
Female,1336383,2021-05-20,2021-05-22
Male,1106543,2021-05-20,2021-05-22
Other,155,2021-05-20,2021-05-22
Unknown/Missing,26428,2021-05-20,2021-05-22
Female,1321020,2021-05-19,2021-05-21
Male,1088812,2021-05-19,2021-05-21
Other,151,2021-05-19,2021-05-21
Unknown/Missing,26121,2021-05-19,2021-05-21
Female,1309252,2021-05-18,2021-05-20
Male,1075395,2021-05-18,2021-05-20
Other,150,2021-05-18,2021-05-20
Unknown/Missing,25748,2021-05-18,2021-05-20
Female,1289859,2021-05-17,2021-05-19
Male,1054894,2021-05-17,2021-05-19
Other,146,2021-05-17,2021-05-19
Unknown/Missing,24447,2021-05-17,2021-05-19
Female,1280524,2021-05-16,2021-05-18
Male,1044317,2021-05-16,2021-05-18
Other,141,2021-05-16,2021-05-18
Unknown/Missing,24232,2021-05-16,2021-05-18
Female,1276823,2021-05-15,2021-05-17
Male,1039469,2021-05-15,2021-05-17
Other,132,2021-05-15,2021-05-17
Unknown/Missing,24158,2021-05-15,2021-05-17
Female,1270256,2021-05-14,2021-05-16
Male,1031196,2021-05-14,2021-05-16
Other,124,2021-05-14,2021-05-16
Unknown/Missing,23919,2021-05-14,2021-05-16
Female,1255650,2021-05-13,2021-05-15
Male,1014752,2021-05-13,2021-05-15
Other,120,2021-05-13,2021-05-15
Unknown/Missing,23478,2021-05-13,2021-05-15
Female,1239824,2021-05-12,2021-05-14
Male,997123,2021-05-12,2021-05-14
Other,117,2021-05-12,2021-05-14
Unknown/Missing,22955,2021-05-12,2021-05-14
Female,1225554,2021-05-11,2021-05-13
Male,980736,2021-05-11,2021-05-13
Other,111,2021-05-11,2021-05-13
Unknown/Missing,22626,2021-05-11,2021-05-13
Female,1211652,2021-05-10,2021-05-12
Male,965319,2021-05-10,2021-05-12
Other,111,2021-05-10,2021-05-12
Unknown/Missing,22462,2021-05-10,2021-05-12
Female,1200844,2021-05-09,2021-05-11
Male,953411,2021-05-09,2021-05-11
Other,112,2021-05-09,2021-05-11
Unknown/Missing,22167,2021-05-09,2021-05-11
Female,1195113,2021-05-08,2021-05-10
Male,946731,2021-05-08,2021-05-10
Other,107,2021-05-08,2021-05-10
Unknown/Missing,21913,2021-05-08,2021-05-10
Female,1184660,2021-05-07,2021-05-09
Male,934691,2021-05-07,2021-05-09
Other,106,2021-05-07,2021-05-09
Unknown/Missing,21375,2021-05-07,2021-05-09
Female,1168755,2021-05-06,2021-05-08
Male,916948,2021-05-06,2021-05-08
Other,103,2021-05-06,2021-05-08
Unknown/Missing,20680,2021-05-06,2021-05-08
Female,1151233,2021-05-05,2021-05-07
Male,898097,2021-05-05,2021-05-07
Other,99,2021-05-05,2021-05-07
Unknown/Missing,20350,2021-05-05,2021-05-07
Female,1134809,2021-05-04,2021-05-06
Male,880355,2021-05-04,2021-05-06
Other,99,2021-05-04,2021-05-06
Unknown/Missing,20062,2021-05-04,2021-05-06
Female,1121270,2021-05-03,2021-05-05
Male,866357,2021-05-03,2021-05-05
Other,100,2021-05-03,2021-05-05
Unknown/Missing,19941,2021-05-03,2021-05-05
Female,1113195,2021-05-02,2021-05-04
Male,858639,2021-05-02,2021-05-04
Other,103,2021-05-02,2021-05-04
Unknown/Missing,19878,2021-05-02,2021-05-04
Female,1109783,2021-05-01,2021-05-03
Male,855103,2021-05-01,2021-05-03
Other,95,2021-05-01,2021-05-03
Unknown/Missing,19536,2021-05-01,2021-05-03
Female,1104396,2021-04-30,2021-05-02
Male,849219,2021-04-30,2021-05-02
Other,95,2021-04-30,2021-05-02
Unknown/Missing,19178,2021-04-30,2021-05-02
Female,1087326,2021-04-29,2021-05-01
Male,832178,2021-04-29,2021-05-01
Other,90,2021-04-29,2021-05-01
Unknown/Missing,18647,2021-04-29,2021-05-01
Female,1065529,2021-04-28,2021-04-30
Male,809665,2021-04-28,2021-04-30
Other,88,2021-04-28,2021-04-30
Unknown/Missing,18234,2021-04-28,2021-04-30
Female,1047781,2021-04-27,2021-04-29
Male,791407,2021-04-27,2021-04-29
Other,86,2021-04-27,2021-04-29
Unknown/Missing,17917,2021-04-27,2021-04-29
Female,1035991,2021-04-26,2021-04-28
Male,779779,2021-04-26,2021-04-28
Other,84,2021-04-26,2021-04-28
Unknown/Missing,17865,2021-04-26,2021-04-28
Female,1024725,2021-04-25,2021-04-27
Male,768829,2021-04-25,2021-04-27
Other,82,2021-04-25,2021-04-27
Unknown/Missing,17535,2021-04-25,2021-04-27
Female,1022084,2021-04-24,2021-04-26
Male,766248,2021-04-24,2021-04-26
Other,78,2021-04-24,2021-04-26
Unknown/Missing,17371,2021-04-24,2021-04-26
Female,1013539,2021-04-23,2021-04-25
Male,757295,2021-04-23,2021-04-25
Other,78,2021-04-23,2021-04-25
Unknown/Missing,17195,2021-04-23,2021-04-25
Female,992659,2021-04-22,2021-04-24
Male,736159,2021-04-22,2021-04-24
Other,75,2021-04-22,2021-04-24
Unknown/Missing,16444,2021-04-22,2021-04-24
Female,975950,2021-04-21,2021-04-23
Male,719087,2021-04-21,2021-04-23
Other,68,2021-04-21,2021-04-23
Unknown/Missing,16303,2021-04-21,2021-04-23
Female,958287,2021-04-20,2021-04-22
Male,700351,2021-04-20,2021-04-22
Other,65,2021-04-20,2021-04-22
Unknown/Missing,16062,2021-04-20,2021-04-22
Female,945219,2021-04-19,2021-04-21
Male,687079,2021-04-19,2021-04-21
Other,63,2021-04-19,2021-04-21
Unknown/Missing,15950,2021-04-19,2021-04-21
Female,936832,2021-04-18,2021-04-20
Male,678322,2021-04-18,2021-04-20
Other,62,2021-04-18,2021-04-20
Unknown/Missing,15783,2021-04-18,2021-04-20
Female,934278,2021-04-17,2021-04-19
Male,675804,2021-04-17,2021-04-19
Other,60,2021-04-17,2021-04-19
Unknown/Missing,15658,2021-04-17,2021-04-19
Female,922231,2021-04-16,2021-04-18
Male,663258,2021-04-16,2021-04-18
Other,59,2021-04-16,2021-04-18
Unknown/Missing,15339,2021-04-16,2021-04-18
Female,903903,2021-04-15,2021-04-17
Male,644409,2021-04-15,2021-04-17
Other,56,2021-04-15,2021-04-17
Unknown/Missing,14842,2021-04-15,2021-04-17
Female,883222,2021-04-14,2021-04-16
Male,622371,2021-04-14,2021-04-16
Other,54,2021-04-14,2021-04-16
Unknown/Missing,14393,2021-04-14,2021-04-16
Female,867772,2021-04-13,2021-04-15
Male,605982,2021-04-13,2021-04-15
Other,55,2021-04-13,2021-04-15
Unknown/Missing,14307,2021-04-13,2021-04-15
Female,854107,2021-04-12,2021-04-14
Male,592848,2021-04-12,2021-04-14
Other,50,2021-04-12,2021-04-14
Unknown/Missing,13801,2021-04-12,2021-04-14
Female,841804,2021-04-11,2021-04-13
Male,580527,2021-04-11,2021-04-13
Other,48,2021-04-11,2021-04-13
Unknown/Missing,12857,2021-04-11,2021-04-13
Female,835076,2021-04-10,2021-04-12
Male,572918,2021-04-10,2021-04-12
Other,43,2021-04-10,2021-04-12
Unknown/Missing,12291,2021-04-10,2021-04-12
Female,819429,2021-04-09,2021-04-11
Male,555867,2021-04-09,2021-04-11
Other,42,2021-04-09,2021-04-11
Unknown/Missing,11428,2021-04-09,2021-04-11
Female,794292,2021-04-08,2021-04-10
Male,529102,2021-04-08,2021-04-10
Other,41,2021-04-08,2021-04-10
Unknown/Missing,10563,2021-04-08,2021-04-10
Female,770377,2021-04-07,2021-04-09
Male,505393,2021-04-07,2021-04-09
Other,37,2021-04-07,2021-04-09
Unknown/Missing,10118,2021-04-07,2021-04-09
Female,750683,2021-04-06,2021-04-08
Male,486359,2021-04-06,2021-04-08
Other,36,2021-04-06,2021-04-08
Unknown/Missing,9967,2021-04-06,2021-04-08
Female,735873,2021-04-05,2021-04-07
Male,472898,2021-04-05,2021-04-07
Other,35,2021-04-05,2021-04-07
Unknown/Missing,9686,2021-04-05,2021-04-07
Female,722637,2021-04-04,2021-04-06
Male,460677,2021-04-04,2021-04-06
Other,30,2021-04-04,2021-04-06
Unknown/Missing,8707,2021-04-04,2021-04-06
Female,708963,2021-04-02,2021-04-05
Male,447327,2021-04-02,2021-04-05
Other,26,2021-04-02,2021-04-05
Unknown/Missing,7871,2021-04-02,2021-04-05
Female,690558,2021-04-01,2021-04-03
Male,431743,2021-04-01,2021-04-03
Other,26,2021-04-01,2021-04-03
Unknown/Missing,7536,2021-04-01,2021-04-03
Female,669016,2021-03-31,2021-04-02
Male,412085,2021-03-31,2021-04-02
Other,25,2021-03-31,2021-04-02
Unknown/Missing,7206,2021-03-31,2021-04-02
Female,652552,2021-03-30,2021-04-01
Male,398141,2021-03-30,2021-04-01
Other,25,2021-03-30,2021-04-01
Unknown/Missing,7130,2021-03-30,2021-04-01
Female,638061,2021-03-29,2021-03-31
Male,386846,2021-03-29,2021-03-31
Other,21,2021-03-29,2021-03-31
Unknown/Missing,6821,2021-03-29,2021-03-31
Female,622329,2021-03-28,2021-03-30
Male,374823,2021-03-28,2021-03-30
Other,20,2021-03-28,2021-03-30
Unknown/Missing,6144,2021-03-28,2021-03-30
Female,615689,2021-03-27,2021-03-29
Male,369335,2021-03-27,2021-03-29
Other,19,2021-03-27,2021-03-29
Unknown/Missing,5811,2021-03-27,2021-03-29
Female,607020,2021-03-26,2021-03-28
Male,363295,2021-03-26,2021-03-28
Other,19,2021-03-26,2021-03-28
Unknown/Missing,5727,2021-03-26,2021-03-28
Female,584194,2021-03-25,2021-03-27
Male,346815,2021-03-25,2021-03-27
Other,17,2021-03-25,2021-03-27
Unknown/Missing,5196,2021-03-25,2021-03-27
Female,565437,2021-03-24,2021-03-26
Male,332689,2021-03-24,2021-03-26
Other,17,2021-03-24,2021-03-26
Unknown/Missing,5045,2021-03-24,2021-03-26
Female,551513,2021-03-23,2021-03-25
Male,322037,2021-03-23,2021-03-25
Other,15,2021-03-23,2021-03-25
Unknown/Missing,4904,2021-03-23,2021-03-25
Female,542486,2021-03-22,2021-03-24
Male,315643,2021-03-22,2021-03-24
Other,14,2021-03-22,2021-03-24
Unknown/Missing,4812,2021-03-22,2021-03-24
Female,537822,2021-03-21,2021-03-23
Male,312226,2021-03-21,2021-03-23
Other,12,2021-03-21,2021-03-23
Unknown/Missing,4767,2021-03-21,2021-03-23
Female,535625,2021-03-20,2021-03-22
Male,310539,2021-03-20,2021-03-22
Other,12,2021-03-20,2021-03-22
Unknown/Missing,4653,2021-03-20,2021-03-22
Female,529138,2021-03-19,2021-03-21
Male,306211,2021-03-19,2021-03-21
Other,12,2021-03-19,2021-03-21
Unknown/Missing,4499,2021-03-19,2021-03-21
Female,515392,2021-03-18,2021-03-20
Male,296462,2021-03-18,2021-03-20
Other,12,2021-03-18,2021-03-20
Unknown/Missing,4423,2021-03-18,2021-03-20
Female,498992,2021-03-17,2021-03-19
Male,285088,2021-03-17,2021-03-19
Other,12,2021-03-17,2021-03-19
Unknown/Missing,4403,2021-03-17,2021-03-19
Female,484534,2021-03-16,2021-03-18
Male,275508,2021-03-16,2021-03-18
Other,12,2021-03-16,2021-03-18
Unknown/Missing,4221,2021-03-16,2021-03-18
Female,474185,2021-03-15,2021-03-17
Male,268443,2021-03-15,2021-03-17
Other,12,2021-03-15,2021-03-17
Unknown/Missing,4189,2021-03-15,2021-03-17
Female,464418,2021-03-14,2021-03-16
Male,260759,2021-03-14,2021-03-16
Other,12,2021-03-14,2021-03-16
Unknown/Missing,4105,2021-03-14,2021-03-16
Female,461788,2021-03-13,2021-03-15
Male,258802,2021-03-13,2021-03-15
Other,12,2021-03-13,2021-03-15
Unknown/Missing,4090,2021-03-13,2021-03-15
Female,452114,2021-03-12,2021-03-14
Male,251722,2021-03-12,2021-03-14
Other,12,2021-03-12,2021-03-14
Unknown/Missing,3928,2021-03-12,2021-03-14
Female,437788,2021-03-11,2021-03-13
Male,241577,2021-03-11,2021-03-13
Other,11,2021-03-11,2021-03-13
Unknown/Missing,3658,2021-03-11,2021-03-13
Female,424277,2021-03-10,2021-03-12
Male,232136,2021-03-10,2021-03-12
Other,11,2021-03-10,2021-03-12
Unknown/Missing,3595,2021-03-10,2021-03-12
Female,414110,2021-03-09,2021-03-11
Male,225021,2021-03-09,2021-03-11
Other,13,2021-03-09,2021-03-11
Unknown/Missing,3557,2021-03-09,2021-03-11
Female,396857,2021-03-08,2021-03-10
Male,215066,2021-03-08,2021-03-10
Other,12,2021-03-08,2021-03-10
Unknown/Missing,3497,2021-03-08,2021-03-10
Female,389581,2021-03-07,2021-03-09
Male,209571,2021-03-07,2021-03-09
Other,12,2021-03-07,2021-03-09
Unknown/Missing,3459,2021-03-07,2021-03-09
Female,383157,2021-03-06,2021-03-08
Male,205673,2021-03-06,2021-03-08
Other,12,2021-03-06,2021-03-08
Unknown/Missing,3292,2021-03-06,2021-03-08
Female,369429,2021-03-05,2021-03-07
Male,197653,2021-03-05,2021-03-07
Other,12,2021-03-05,2021-03-07
Unknown/Missing,2944,2021-03-05,2021-03-07
Female,353416,2021-03-04,2021-03-06
Male,187487,2021-03-04,2021-03-06
Other,12,2021-03-04,2021-03-06
Unknown/Missing,2781,2021-03-04,2021-03-06
Female,336957,2021-03-03,2021-03-05
Male,176787,2021-03-03,2021-03-05
Other,11,2021-03-03,2021-03-05
Unknown/Missing,2667,2021-03-03,2021-03-05
Female,327235,2021-03-02,2021-03-04
Male,170336,2021-03-02,2021-03-04
Other,10,2021-03-02,2021-03-04
Unknown/Missing,2607,2021-03-02,2021-03-04
Female,317814,2021-03-01,2021-03-03
Male,164049,2021-03-01,2021-03-03
Other,9,2021-03-01,2021-03-03
Unknown/Missing,2511,2021-03-01,2021-03-03
Female,310725,2021-02-28,2021-03-02
Male,159577,2021-02-28,2021-03-02
Other,9,2021-02-28,2021-03-02
Unknown/Missing,2478,2021-02-28,2021-03-02
Female,306588,2021-02-27,2021-03-01
Male,158246,2021-02-27,2021-03-01
Other,9,2021-02-27,2021-03-01
Unknown/Missing,2457,2021-02-27,2021-03-01
Female,296117,2021-02-26,2021-02-28
Male,154016,2021-02-26,2021-02-28
Other,9,2021-02-26,2021-02-28
Unknown/Missing,2420,2021-02-26,2021-02-28
Female,282758,2021-02-25,2021-02-27
Male,145763,2021-02-25,2021-02-27
Other,9,2021-02-25,2021-02-27
Unknown/Missing,2289,2021-02-25,2021-02-27
Female,266993,2021-02-24,2021-02-26
Male,136759,2021-02-24,2021-02-26
Other,7,2021-02-24,2021-02-26
Unknown/Missing,2233,2021-02-24,2021-02-26
Female,254729,2021-02-23,2021-02-25
Male,129346,2021-02-23,2021-02-25
Other,7,2021-02-23,2021-02-25
Unknown/Missing,2174,2021-02-23,2021-02-25
Female,245436,2021-02-22,2021-02-24
Male,123407,2021-02-22,2021-02-24
Other,8,2021-02-22,2021-02-24
Unknown/Missing,2130,2021-02-22,2021-02-24
Female,240350,2021-02-21,2021-02-23
Male,119697,2021-02-21,2021-02-23
Other,8,2021-02-21,2021-02-23
Unknown/Missing,2101,2021-02-21,2021-02-23
Female,236963,2021-02-20,2021-02-22
Male,117857,2021-02-20,2021-02-22
Other,8,2021-02-20,2021-02-22
Unknown/Missing,2083,2021-02-20,2021-02-22
Female,227301,2021-02-19,2021-02-21
Male,111968,2021-02-19,2021-02-21
Other,8,2021-02-19,2021-02-21
Unknown/Missing,2055,2021-02-19,2021-02-21
Female,210730,2021-02-18,2021-02-20
Male,102632,2021-02-18,2021-02-20
Other,7,2021-02-18,2021-02-20
Unknown/Missing,1915,2021-02-18,2021-02-20
Female,192790,2021-02-17,2021-02-19
Male,91900,2021-02-17,2021-02-19
Other,7,2021-02-17,2021-02-19
Unknown/Missing,1846,2021-02-17,2021-02-19
Female,178540,2021-02-16,2021-02-18
Male,83778,2021-02-16,2021-02-18
Other,6,2021-02-16,2021-02-18
Unknown/Missing,1798,2021-02-16,2021-02-18
Female,167245,2021-02-15,2021-02-17
Male,77441,2021-02-15,2021-02-17
Other,5,2021-02-15,2021-02-17
Unknown/Missing,1740,2021-02-15,2021-02-17
Female,163409,2021-02-14,2021-02-16
Male,74939,2021-02-14,2021-02-16
Other,5,2021-02-14,2021-02-16
Unknown/Missing,1674,2021-02-14,2021-02-16
Female,162246,2021-02-13,2021-02-15
Male,74184,2021-02-13,2021-02-15
Other,5,2021-02-13,2021-02-15
Unknown/Missing,1669,2021-02-13,2021-02-15
Female,155024,2021-02-12,2021-02-14
Male,70881,2021-02-12,2021-02-14
Other,5,2021-02-12,2021-02-14
Unknown/Missing,1641,2021-02-12,2021-02-14
Female,142885,2021-02-11,2021-02-13
Male,64535,2021-02-11,2021-02-13
Other,5,2021-02-11,2021-02-13
Unknown/Missing,1585,2021-02-11,2021-02-13
Female,130262,2021-02-10,2021-02-12
Male,58091,2021-02-10,2021-02-12
Other,5,2021-02-10,2021-02-12
Unknown/Missing,1544,2021-02-10,2021-02-12
Female,121833,2021-02-09,2021-02-11
Male,53902,2021-02-09,2021-02-11
Other,5,2021-02-09,2021-02-11
Unknown/Missing,1499,2021-02-09,2021-02-11
Female,116005,2021-02-08,2021-02-10
Male,51011,2021-02-08,2021-02-10
Other,5,2021-02-08,2021-02-10
Unknown/Missing,1474,2021-02-08,2021-02-10
Female,111851,2021-02-07,2021-02-09
Male,48812,2021-02-07,2021-02-09
Other,5,2021-02-07,2021-02-09
Unknown/Missing,1464,2021-02-07,2021-02-09
Female,NA,2021-02-06,2021-02-08
Male,NA,2021-02-06,2021-02-08
Other,NA,2021-02-06,2021-02-08
Unknown/Missing,NA,2021-02-06,2021-02-08
Female,NA,2021-02-05,2021-02-07
Male,NA,2021-02-05,2021-02-07
Other,NA,2021-02-05,2021-02-07
Unknown/Missing,NA,2021-02-05,2021-02-07
Female,NA,2021-02-04,2021-02-06
Male,NA,2021-02-04,2021-02-06
Other,NA,2021-02-04,2021-02-06
Unknown/Missing,NA,2021-02-04,2021-02-06
Female,NA,2021-02-03,2021-02-05
Male,NA,2021-02-03,2021-02-05
Other,NA,2021-02-03,2021-02-05
Unknown/Missing,NA,2021-02-03,2021-02-05
Female,NA,2021-02-02,2021-02-04
Male,NA,2021-02-02,2021-02-04
Other,NA,2021-02-02,2021-02-04
Unknown/Missing,NA,2021-02-02,2021-02-04
Female,NA,2021-02-01,2021-02-03
Male,NA,2021-02-01,2021-02-03
Other,NA,2021-02-01,2021-02-03
Unknown/Missing,NA,2021-02-01,2021-02-03
Female,NA,2021-01-31,2021-02-02
Male,NA,2021-01-31,2021-02-02
Other,NA,2021-01-31,2021-02-02
Unknown/Missing,NA,2021-01-31,2021-02-02
Female,NA,2021-01-30,2021-02-01
Male,NA,2021-01-30,2021-02-01
Other,NA,2021-01-30,2021-02-01
Unknown/Missing,NA,2021-01-30,2021-02-01
Female,NA,2021-01-29,2021-01-31
Male,NA,2021-01-29,2021-01-31
Other,NA,2021-01-29,2021-01-31
Unknown/Missing,NA,2021-01-29,2021-01-31
Female,NA,2021-01-28,2021-01-30
Male,NA,2021-01-28,2021-01-30
Other,NA,2021-01-28,2021-01-30
Unknown/Missing,NA,2021-01-28,2021-01-30
Female,NA,2021-01-27,2021-01-29
Male,NA,2021-01-27,2021-01-29
Other,NA,2021-01-27,2021-01-29
Unknown/Missing,NA,2021-01-27,2021-01-29
Female,NA,2021-01-26,2021-01-28
Male,NA,2021-01-26,2021-01-28
Other,NA,2021-01-26,2021-01-28
Unknown/Missing,NA,2021-01-26,2021-01-28
Female,NA,2021-01-25,2021-01-27
Male,NA,2021-01-25,2021-01-27
Other,NA,2021-01-25,2021-01-27
Unknown/Missing,NA,2021-01-25,2021-01-27
Female,NA,2021-01-24,2021-01-26
Male,NA,2021-01-24,2021-01-26
Other,NA,2021-01-24,2021-01-26
Unknown/Missing,NA,2021-01-24,2021-01-26
Female,NA,2021-01-22,2021-01-25
Male,NA,2021-01-22,2021-01-25
Other,NA,2021-01-22,2021-01-25
Unknown/Missing,NA,2021-01-22,2021-01-25
Female,NA,2021-01-21,2021-01-24
Male,NA,2021-01-21,2021-01-24
Other,NA,2021-01-21,2021-01-24
Unknown/Missing,NA,2021-01-21,2021-01-24
Female,NA,2021-01-20,2021-01-23
Male,NA,2021-01-20,2021-01-23
Other,NA,2021-01-20,2021-01-23
Unknown/Missing,NA,2021-01-20,2021-01-23
Female,NA,2021-01-19,2021-01-22
Male,NA,2021-01-19,2021-01-22
Other,NA,2021-01-19,2021-01-22
Unknown/Missing,NA,2021-01-19,2021-01-22
Female,NA,2021-01-18,2021-01-21
Male,NA,2021-01-18,2021-01-21
Other,NA,2021-01-18,2021-01-21
Unknown/Missing,NA,2021-01-18,2021-01-21
Female,NA,2021-01-17,2021-01-20
Male,NA,2021-01-17,2021-01-20
Other,NA,2021-01-17,2021-01-20
Unknown/Missing,NA,2021-01-17,2021-01-20
Female,NA,2021-01-16,2021-01-19
Male,NA,2021-01-16,2021-01-19
Other,NA,2021-01-16,2021-01-19
Unknown/Missing,NA,2021-01-16,2021-01-19
Female,NA,2021-01-15,2021-01-18
Male,NA,2021-01-15,2021-01-18
Other,NA,2021-01-15,2021-01-18
Unknown/Missing,NA,2021-01-15,2021-01-18
Female,NA,2021-01-14,2021-01-17
Male,NA,2021-01-14,2021-01-17
Other,NA,2021-01-14,2021-01-17
Unknown/Missing,NA,2021-01-14,2021-01-17
Female,NA,2021-01-13,2021-01-16
Male,NA,2021-01-13,2021-01-16
Other,NA,2021-01-13,2021-01-16
Unknown/Missing,NA,2021-01-13,2021-01-16
Female,NA,2021-01-12,2021-01-15
Male,NA,2021-01-12,2021-01-15
Other,NA,2021-01-12,2021-01-15
Unknown/Missing,NA,2021-01-12,2021-01-15
Female,NA,NA,2021-01-14
Male,NA,NA,2021-01-14
Other,NA,NA,2021-01-14
Unknown/Missing,NA,NA,2021-01-14
Female,NA,NA,2021-01-13
Male,NA,NA,2021-01-13
Other,NA,NA,2021-01-13
Unknown/Missing,NA,NA,2021-01-13
Female,NA,NA,2021-01-12
Male,NA,NA,2021-01-12
Other,NA,NA,2021-01-12
Unknown/Missing,NA,NA,2021-01-12
